x0,top,text,size,fontname
527.0,306.6,r,10.0,BCDFEE+ArialMT
530.1,306.6,e,10.0,BCDFEE+ArialMT
535.4,306.6,s,10.0,BCDFEE+ArialMT
540.2,306.6,s,10.0,BCDFEE+ArialMT
545.1,306.6,",",10.0,BCDFEE+ArialMT
547.7,306.6, ,10.0,BCDFEE+ArialMT
552.2,306.6,a,10.0,BCDFEE+ArialMT
557.6,306.6,n,10.0,BCDFEE+ArialMT
562.9,306.6,d,10.0,BCDFEE+ArialMT
568.2,306.6, ,10.0,BCDFEE+ArialMT
64.3,318.1,M,10.0,BCDFEE+ArialMT
72.4,318.1,o,10.0,BCDFEE+ArialMT
77.8,318.1,n,10.0,BCDFEE+ArialMT
83.2,318.1,g,10.0,BCDFEE+ArialMT
88.5,318.1,o,10.0,BCDFEE+ArialMT
93.9,318.1,D,10.0,BCDFEE+ArialMT
100.9,318.1,B,10.0,BCDFEE+ArialMT
107.4,318.1, ,10.0,BCDFEE+ArialMT
110.4,318.1,t,10.0,BCDFEE+ArialMT
113.0,318.1,h,10.0,BCDFEE+ArialMT
118.3,318.1,a,10.0,BCDFEE+ArialMT
123.7,318.1,t,10.0,BCDFEE+ArialMT
126.4,318.1, ,10.0,BCDFEE+ArialMT
129.4,318.1,s,10.0,BCDFEE+ArialMT
134.2,318.1,u,10.0,BCDFEE+ArialMT
139.6,318.1,p,10.0,BCDFEE+ArialMT
145.0,318.1,p,10.0,BCDFEE+ArialMT
150.2,318.1,o,10.0,BCDFEE+ArialMT
155.5,318.1,r,10.0,BCDFEE+ArialMT
158.7,318.1,t,10.0,BCDFEE+ArialMT
161.3,318.1,s,10.0,BCDFEE+ArialMT
166.2,318.1, ,10.0,BCDFEE+ArialMT
169.2,318.1,s,10.0,BCDFEE+ArialMT
174.1,318.1,e,10.0,BCDFEE+ArialMT
179.3,318.1,c,10.0,BCDFEE+ArialMT
184.2,318.1,u,10.0,BCDFEE+ArialMT
189.5,318.1,r,10.0,BCDFEE+ArialMT
192.7,318.1,e,10.0,BCDFEE+ArialMT
198.1,318.1, ,10.0,BCDFEE+ArialMT
201.2,318.1,a,10.0,BCDFEE+ArialMT
206.4,318.1,u,10.0,BCDFEE+ArialMT
211.8,318.1,t,10.0,BCDFEE+ArialMT
214.5,318.1,h,10.0,BCDFEE+ArialMT
219.8,318.1,e,10.0,BCDFEE+ArialMT
225.2,318.1,n,10.0,BCDFEE+ArialMT
230.6,318.1,t,10.0,BCDFEE+ArialMT
233.1,318.1,i,10.0,BCDFEE+ArialMT
235.0,318.1,c,10.0,BCDFEE+ArialMT
239.9,318.1,a,10.0,BCDFEE+ArialMT
245.3,318.1,t,10.0,BCDFEE+ArialMT
247.8,318.1,i,10.0,BCDFEE+ArialMT
249.9,318.1,o,10.0,BCDFEE+ArialMT
255.3,318.1,n,10.0,BCDFEE+ArialMT
260.6,318.1,",",10.0,BCDFEE+ArialMT
263.2,318.1, ,10.0,BCDFEE+ArialMT
266.2,318.1,r,10.0,BCDFEE+ArialMT
269.4,318.1,e,10.0,BCDFEE+ArialMT
274.7,318.1,s,10.0,BCDFEE+ArialMT
279.5,318.1,t,10.0,BCDFEE+ArialMT
282.1,318.1,a,10.0,BCDFEE+ArialMT
287.5,318.1,u,10.0,BCDFEE+ArialMT
292.8,318.1,r,10.0,BCDFEE+ArialMT
295.9,318.1,a,10.0,BCDFEE+ArialMT
301.3,318.1,n,10.0,BCDFEE+ArialMT
306.7,318.1,t,10.0,BCDFEE+ArialMT
309.3,318.1, ,10.0,BCDFEE+ArialMT
312.4,318.1,b,10.0,BCDFEE+ArialMT
317.6,318.1,r,10.0,BCDFEE+ArialMT
320.9,318.1,o,10.0,BCDFEE+ArialMT
326.2,318.1,w,10.0,BCDFEE+ArialMT
333.1,318.1,s,10.0,BCDFEE+ArialMT
338.0,318.1,i,10.0,BCDFEE+ArialMT
340.1,318.1,n,10.0,BCDFEE+ArialMT
345.4,318.1,g,10.0,BCDFEE+ArialMT
350.8,318.1,",",10.0,BCDFEE+ArialMT
353.4,318.1, ,10.0,BCDFEE+ArialMT
356.4,318.1,c,10.0,BCDFEE+ArialMT
361.2,318.1,a,10.0,BCDFEE+ArialMT
366.5,318.1,r,10.0,BCDFEE+ArialMT
369.7,318.1,t,10.0,BCDFEE+ArialMT
372.2,318.1, ,10.0,BCDFEE+ArialMT
375.3,318.1,m,10.0,BCDFEE+ArialMT
383.5,318.1,a,10.0,BCDFEE+ArialMT
388.9,318.1,n,10.0,BCDFEE+ArialMT
394.2,318.1,a,10.0,BCDFEE+ArialMT
399.6,318.1,g,10.0,BCDFEE+ArialMT
405.0,318.1,e,10.0,BCDFEE+ArialMT
410.2,318.1,m,10.0,BCDFEE+ArialMT
418.4,318.1,e,10.0,BCDFEE+ArialMT
423.8,318.1,n,10.0,BCDFEE+ArialMT
429.2,318.1,t,10.0,BCDFEE+ArialMT
431.7,318.1,",",10.0,BCDFEE+ArialMT
434.4,318.1, ,10.0,BCDFEE+ArialMT
437.3,318.1,c,10.0,BCDFEE+ArialMT
442.1,318.1,h,10.0,BCDFEE+ArialMT
447.5,318.1,e,10.0,BCDFEE+ArialMT
452.8,318.1,c,10.0,BCDFEE+ArialMT
457.6,318.1,k,10.0,BCDFEE+ArialMT
462.5,318.1,o,10.0,BCDFEE+ArialMT
467.8,318.1,u,10.0,BCDFEE+ArialMT
473.2,318.1,t,10.0,BCDFEE+ArialMT
475.9,318.1, ,10.0,BCDFEE+ArialMT
478.8,318.1,w,10.0,BCDFEE+ArialMT
485.9,318.1,o,10.0,BCDFEE+ArialMT
491.2,318.1,r,10.0,BCDFEE+ArialMT
494.3,318.1,k,10.0,BCDFEE+ArialMT
499.1,318.1,f,10.0,BCDFEE+ArialMT
501.8,318.1,l,10.0,BCDFEE+ArialMT
503.8,318.1,o,10.0,BCDFEE+ArialMT
509.1,318.1,w,10.0,BCDFEE+ArialMT
516.0,318.1,s,10.0,BCDFEE+ArialMT
521.0,318.1,",",10.0,BCDFEE+ArialMT
523.6,318.1, ,10.0,BCDFEE+ArialMT
526.6,318.1,a,10.0,BCDFEE+ArialMT
532.0,318.1,n,10.0,BCDFEE+ArialMT
537.4,318.1,d,10.0,BCDFEE+ArialMT
542.7,318.1, ,10.0,BCDFEE+ArialMT
545.8,318.1,o,10.0,BCDFEE+ArialMT
551.2,318.1,r,10.0,BCDFEE+ArialMT
554.3,318.1,d,10.0,BCDFEE+ArialMT
559.6,318.1,e,10.0,BCDFEE+ArialMT
565.0,318.1,r,10.0,BCDFEE+ArialMT
568.1,318.1, ,10.0,BCDFEE+ArialMT
64.3,329.5,p,10.0,BCDFEE+ArialMT
69.6,329.5,r,10.0,BCDFEE+ArialMT
72.7,329.5,o,10.0,BCDFEE+ArialMT
78.0,329.5,c,10.0,BCDFEE+ArialMT
82.9,329.5,e,10.0,BCDFEE+ArialMT
88.2,329.5,s,10.0,BCDFEE+ArialMT
93.0,329.5,s,10.0,BCDFEE+ArialMT
97.9,329.5,i,10.0,BCDFEE+ArialMT
100.0,329.5,n,10.0,BCDFEE+ArialMT
105.3,329.5,g,10.0,BCDFEE+ArialMT
110.7,329.5,.,10.0,BCDFEE+ArialMT
113.3,329.5, ,10.0,BCDFEE+ArialMT
46.3,345.2,•,10.0,BCDHEE+SymbolMT
50.8,345.1, ,10.0,BCDFEE+ArialMT
64.3,345.1,A,10.0,BCDFEE+ArialMT
70.7,345.1,r,10.0,BCDFEE+ArialMT
73.8,345.1,c,10.0,BCDFEE+ArialMT
78.7,345.1,h,10.0,BCDFEE+ArialMT
84.1,345.1,i,10.0,BCDFEE+ArialMT
86.1,345.1,t,10.0,BCDFEE+ArialMT
88.7,345.1,e,10.0,BCDFEE+ArialMT
94.0,345.1,c,10.0,BCDFEE+ArialMT
98.8,345.1,t,10.0,BCDFEE+ArialMT
101.4,345.1,e,10.0,BCDFEE+ArialMT
106.8,345.1,d,10.0,BCDFEE+ArialMT
112.1,345.1, ,10.0,BCDFEE+ArialMT
115.6,345.1,s,10.0,BCDFEE+ArialMT
120.4,345.1,c,10.0,BCDFEE+ArialMT
125.2,345.1,a,10.0,BCDFEE+ArialMT
130.6,345.1,l,10.0,BCDFEE+ArialMT
132.6,345.1,a,10.0,BCDFEE+ArialMT
137.9,345.1,b,10.0,BCDFEE+ArialMT
143.3,345.1,l,10.0,BCDFEE+ArialMT
145.3,345.1,e,10.0,BCDFEE+ArialMT
150.7,345.1, ,10.0,BCDFEE+ArialMT
154.1,345.1,R,10.0,BCDFEE+ArialMT
161.2,345.1,E,10.0,BCDFEE+ArialMT
167.6,345.1,S,10.0,BCDFEE+ArialMT
174.0,345.1,T,10.0,BCDFEE+ArialMT
180.0,345.1,f,10.0,BCDFEE+ArialMT
182.6,345.1,u,10.0,BCDFEE+ArialMT
188.0,345.1,l,10.0,BCDFEE+ArialMT
190.0,345.1, ,10.0,BCDFEE+ArialMT
193.4,345.1,A,10.0,BCDFEE+ArialMT
199.9,345.1,P,10.0,BCDFEE+ArialMT
206.4,345.1,I,10.0,BCDFEE+ArialMT
208.9,345.1,s,10.0,BCDFEE+ArialMT
213.8,345.1, ,10.0,BCDFEE+ArialMT
217.2,345.1,w,10.0,BCDFEE+ArialMT
224.3,345.1,i,10.0,BCDFEE+ArialMT
226.3,345.1,t,10.0,BCDFEE+ArialMT
228.8,345.1,h,10.0,BCDFEE+ArialMT
234.2,345.1, ,10.0,BCDFEE+ArialMT
237.6,345.1,J,10.0,BCDFEE+ArialMT
242.5,345.1,W,10.0,BCDFEE+ArialMT
251.6,345.1,T,10.0,BCDFEE+ArialMT
257.7,345.1,-,10.0,BCDFEE+ArialMT
260.8,345.1,b,10.0,BCDFEE+ArialMT
266.2,345.1,a,10.0,BCDFEE+ArialMT
271.5,345.1,s,10.0,BCDFEE+ArialMT
276.4,345.1,e,10.0,BCDFEE+ArialMT
281.7,345.1,d,10.0,BCDFEE+ArialMT
287.1,345.1, ,10.0,BCDFEE+ArialMT
290.6,345.1,a,10.0,BCDFEE+ArialMT
295.9,345.1,u,10.0,BCDFEE+ArialMT
301.2,345.1,t,10.0,BCDFEE+ArialMT
303.9,345.1,h,10.0,BCDFEE+ArialMT
309.1,345.1,e,10.0,BCDFEE+ArialMT
314.5,345.1,n,10.0,BCDFEE+ArialMT
319.9,345.1,t,10.0,BCDFEE+ArialMT
322.5,345.1,i,10.0,BCDFEE+ArialMT
324.4,345.1,c,10.0,BCDFEE+ArialMT
329.3,345.1,a,10.0,BCDFEE+ArialMT
334.7,345.1,t,10.0,BCDFEE+ArialMT
337.2,345.1,i,10.0,BCDFEE+ArialMT
339.3,345.1,o,10.0,BCDFEE+ArialMT
344.7,345.1,n,10.0,BCDFEE+ArialMT
350.1,345.1, ,10.0,BCDFEE+ArialMT
353.4,345.1,a,10.0,BCDFEE+ArialMT
358.8,345.1,n,10.0,BCDFEE+ArialMT
364.2,345.1,d,10.0,BCDFEE+ArialMT
369.6,345.1, ,10.0,BCDFEE+ArialMT
372.9,345.1,F,10.0,BCDFEE+ArialMT
378.9,345.1,i,10.0,BCDFEE+ArialMT
380.9,345.1,r,10.0,BCDFEE+ArialMT
384.1,345.1,e,10.0,BCDFEE+ArialMT
389.4,345.1,b,10.0,BCDFEE+ArialMT
394.8,345.1,a,10.0,BCDFEE+ArialMT
400.1,345.1,s,10.0,BCDFEE+ArialMT
405.0,345.1,e,10.0,BCDFEE+ArialMT
410.4,345.1, ,10.0,BCDFEE+ArialMT
413.7,345.1,O,10.0,BCDFEE+ArialMT
421.4,345.1,T,10.0,BCDFEE+ArialMT
427.3,345.1,P,10.0,BCDFEE+ArialMT
433.8,345.1, ,10.0,BCDFEE+ArialMT
437.1,345.1,v,10.0,BCDFEE+ArialMT
442.0,345.1,e,10.0,BCDFEE+ArialMT
447.3,345.1,r,10.0,BCDFEE+ArialMT
450.5,345.1,i,10.0,BCDFEE+ArialMT
452.5,345.1,f,10.0,BCDFEE+ArialMT
455.1,345.1,i,10.0,BCDFEE+ArialMT
457.0,345.1,c,10.0,BCDFEE+ArialMT
462.0,345.1,a,10.0,BCDFEE+ArialMT
467.2,345.1,t,10.0,BCDFEE+ArialMT
469.9,345.1,i,10.0,BCDFEE+ArialMT
471.9,345.1,o,10.0,BCDFEE+ArialMT
477.2,345.1,n,10.0,BCDFEE+ArialMT
482.6,345.1,",",10.0,BCDFEE+ArialMT
485.2,345.1, ,10.0,BCDFEE+ArialMT
488.7,345.1,i,10.0,BCDFEE+ArialMT
490.6,345.1,m,10.0,BCDFEE+ArialMT
498.8,345.1,p,10.0,BCDFEE+ArialMT
504.2,345.1,l,10.0,BCDFEE+ArialMT
506.2,345.1,e,10.0,BCDFEE+ArialMT
511.5,345.1,m,10.0,BCDFEE+ArialMT
519.7,345.1,e,10.0,BCDFEE+ArialMT
525.0,345.1,n,10.0,BCDFEE+ArialMT
530.3,345.1,t,10.0,BCDFEE+ArialMT
533.0,345.1,i,10.0,BCDFEE+ArialMT
535.0,345.1,n,10.0,BCDFEE+ArialMT
540.4,345.1,g,10.0,BCDFEE+ArialMT
545.8,345.1, ,10.0,BCDFEE+ArialMT
549.2,345.1,r,10.0,BCDFEE+ArialMT
552.3,345.1,o,10.0,BCDFEE+ArialMT
557.7,345.1,l,10.0,BCDFEE+ArialMT
559.7,345.1,e,10.0,BCDFEE+ArialMT
565.2,345.1,-,10.0,BCDFEE+ArialMT
64.3,356.6,b,10.0,BCDFEE+ArialMT
69.6,356.6,a,10.0,BCDFEE+ArialMT
74.9,356.6,s,10.0,BCDFEE+ArialMT
79.8,356.6,e,10.0,BCDFEE+ArialMT
85.2,356.6,d,10.0,BCDFEE+ArialMT
90.5,356.6, ,10.0,BCDFEE+ArialMT
93.1,356.6,a,10.0,BCDFEE+ArialMT
98.4,356.6,c,10.0,BCDFEE+ArialMT
103.2,356.6,c,10.0,BCDFEE+ArialMT
108.1,356.6,e,10.0,BCDFEE+ArialMT
113.4,356.6,s,10.0,BCDFEE+ArialMT
118.2,356.6,s,10.0,BCDFEE+ArialMT
123.0,356.6, ,10.0,BCDFEE+ArialMT
125.5,356.6,c,10.0,BCDFEE+ArialMT
130.5,356.6,o,10.0,BCDFEE+ArialMT
135.7,356.6,n,10.0,BCDFEE+ArialMT
141.1,356.6,t,10.0,BCDFEE+ArialMT
143.7,356.6,r,10.0,BCDFEE+ArialMT
146.9,356.6,o,10.0,BCDFEE+ArialMT
152.3,356.6,l,10.0,BCDFEE+ArialMT
154.2,356.6, ,10.0,BCDFEE+ArialMT
156.9,356.6,f,10.0,BCDFEE+ArialMT
159.4,356.6,o,10.0,BCDFEE+ArialMT
164.7,356.6,r,10.0,BCDFEE+ArialMT
167.9,356.6, ,10.0,BCDFEE+ArialMT
170.4,356.6,c,10.0,BCDFEE+ArialMT
175.2,356.6,u,10.0,BCDFEE+ArialMT
180.5,356.6,s,10.0,BCDFEE+ArialMT
185.4,356.6,t,10.0,BCDFEE+ArialMT
187.9,356.6,o,10.0,BCDFEE+ArialMT
193.3,356.6,m,10.0,BCDFEE+ArialMT
201.5,356.6,e,10.0,BCDFEE+ArialMT
206.8,356.6,r,10.0,BCDFEE+ArialMT
209.9,356.6,s,10.0,BCDFEE+ArialMT
214.7,356.6, ,10.0,BCDFEE+ArialMT
217.3,356.6,a,10.0,BCDFEE+ArialMT
222.7,356.6,n,10.0,BCDFEE+ArialMT
228.0,356.6,d,10.0,BCDFEE+ArialMT
233.4,356.6, ,10.0,BCDFEE+ArialMT
235.9,356.6,a,10.0,BCDFEE+ArialMT
241.3,356.6,d,10.0,BCDFEE+ArialMT
246.7,356.6,m,10.0,BCDFEE+ArialMT
254.9,356.6,i,10.0,BCDFEE+ArialMT
256.8,356.6,n,10.0,BCDFEE+ArialMT
262.2,356.6,i,10.0,BCDFEE+ArialMT
264.1,356.6,s,10.0,BCDFEE+ArialMT
269.0,356.6,t,10.0,BCDFEE+ArialMT
271.6,356.6,r,10.0,BCDFEE+ArialMT
274.7,356.6,a,10.0,BCDFEE+ArialMT
280.1,356.6,t,10.0,BCDFEE+ArialMT
282.7,356.6,o,10.0,BCDFEE+ArialMT
288.0,356.6,r,10.0,BCDFEE+ArialMT
291.1,356.6,s,10.0,BCDFEE+ArialMT
295.9,356.6, ,10.0,BCDFEE+ArialMT
298.5,356.6,t,10.0,BCDFEE+ArialMT
301.1,356.6,o,10.0,BCDFEE+ArialMT
306.5,356.6, ,10.0,BCDFEE+ArialMT
309.0,356.6,e,10.0,BCDFEE+ArialMT
314.4,356.6,n,10.0,BCDFEE+ArialMT
319.7,356.6,s,10.0,BCDFEE+ArialMT
324.6,356.6,u,10.0,BCDFEE+ArialMT
329.9,356.6,r,10.0,BCDFEE+ArialMT
333.0,356.6,e,10.0,BCDFEE+ArialMT
338.4,356.6, ,10.0,BCDFEE+ArialMT
340.9,356.6,s,10.0,BCDFEE+ArialMT
345.7,356.6,e,10.0,BCDFEE+ArialMT
351.0,356.6,c,10.0,BCDFEE+ArialMT
355.9,356.6,u,10.0,BCDFEE+ArialMT
361.2,356.6,r,10.0,BCDFEE+ArialMT
364.4,356.6,e,10.0,BCDFEE+ArialMT
369.7,356.6, ,10.0,BCDFEE+ArialMT
372.3,356.6,d,10.0,BCDFEE+ArialMT
377.7,356.6,a,10.0,BCDFEE+ArialMT
383.0,356.6,t,10.0,BCDFEE+ArialMT
385.6,356.6,a,10.0,BCDFEE+ArialMT
390.9,356.6, ,10.0,BCDFEE+ArialMT
393.6,356.6,h,10.0,BCDFEE+ArialMT
399.0,356.6,a,10.0,BCDFEE+ArialMT
404.4,356.6,n,10.0,BCDFEE+ArialMT
409.6,356.6,d,10.0,BCDFEE+ArialMT
415.0,356.6,l,10.0,BCDFEE+ArialMT
417.1,356.6,i,10.0,BCDFEE+ArialMT
419.1,356.6,n,10.0,BCDFEE+ArialMT
424.5,356.6,g,10.0,BCDFEE+ArialMT
429.8,356.6, ,10.0,BCDFEE+ArialMT
432.4,356.6,a,10.0,BCDFEE+ArialMT
437.8,356.6,n,10.0,BCDFEE+ArialMT
443.1,356.6,d,10.0,BCDFEE+ArialMT
448.5,356.6, ,10.0,BCDFEE+ArialMT
451.0,356.6,p,10.0,BCDFEE+ArialMT
456.3,356.6,r,10.0,BCDFEE+ArialMT
459.5,356.6,o,10.0,BCDFEE+ArialMT
464.9,356.6,t,10.0,BCDFEE+ArialMT
467.5,356.6,e,10.0,BCDFEE+ArialMT
472.7,356.6,c,10.0,BCDFEE+ArialMT
477.7,356.6,t,10.0,BCDFEE+ArialMT
480.3,356.6,e,10.0,BCDFEE+ArialMT
485.6,356.6,d,10.0,BCDFEE+ArialMT
491.0,356.6, ,10.0,BCDFEE+ArialMT
493.5,356.6,b,10.0,BCDFEE+ArialMT
498.9,356.6,a,10.0,BCDFEE+ArialMT
504.2,356.6,c,10.0,BCDFEE+ArialMT
509.0,356.6,k,10.0,BCDFEE+ArialMT
513.9,356.6,e,10.0,BCDFEE+ArialMT
519.2,356.6,n,10.0,BCDFEE+ArialMT
524.6,356.6,d,10.0,BCDFEE+ArialMT
530.0,356.6, ,10.0,BCDFEE+ArialMT
532.5,356.6,r,10.0,BCDFEE+ArialMT
535.6,356.6,o,10.0,BCDFEE+ArialMT
541.0,356.6,u,10.0,BCDFEE+ArialMT
546.4,356.6,t,10.0,BCDFEE+ArialMT
548.9,356.6,e,10.0,BCDFEE+ArialMT
554.2,356.6,s,10.0,BCDFEE+ArialMT
559.1,356.6,.,10.0,BCDFEE+ArialMT
562.0,356.6, ,10.0,BCDFEE+ArialMT
46.3,372.3,•,10.0,BCDHEE+SymbolMT
50.8,372.2, ,10.0,BCDFEE+ArialMT
64.3,372.2,B,10.0,BCDFEE+ArialMT
70.8,372.2,u,10.0,BCDFEE+ArialMT
76.1,372.2,i,10.0,BCDFEE+ArialMT
78.1,372.2,l,10.0,BCDFEE+ArialMT
80.2,372.2,t,10.0,BCDFEE+ArialMT
82.7,372.2, ,10.0,BCDFEE+ArialMT
86.5,372.2,a,10.0,BCDFEE+ArialMT
91.8,372.2, ,10.0,BCDFEE+ArialMT
95.5,372.2,c,10.0,BCDFEE+ArialMT
100.4,372.2,o,10.0,BCDFEE+ArialMT
105.7,372.2,m,10.0,BCDFEE+ArialMT
113.9,372.2,p,10.0,BCDFEE+ArialMT
119.2,372.2,r,10.0,BCDFEE+ArialMT
122.4,372.2,e,10.0,BCDFEE+ArialMT
127.8,372.2,h,10.0,BCDFEE+ArialMT
133.1,372.2,e,10.0,BCDFEE+ArialMT
138.5,372.2,n,10.0,BCDFEE+ArialMT
143.8,372.2,s,10.0,BCDFEE+ArialMT
148.7,372.2,i,10.0,BCDFEE+ArialMT
150.6,372.2,v,10.0,BCDFEE+ArialMT
155.4,372.2,e,10.0,BCDFEE+ArialMT
160.8,372.2, ,10.0,BCDFEE+ArialMT
164.5,372.2,a,10.0,BCDFEE+ArialMT
169.9,372.2,d,10.0,BCDFEE+ArialMT
175.3,372.2,m,10.0,BCDFEE+ArialMT
183.5,372.2,i,10.0,BCDFEE+ArialMT
185.5,372.2,n,10.0,BCDFEE+ArialMT
190.8,372.2, ,10.0,BCDFEE+ArialMT
194.6,372.2,d,10.0,BCDFEE+ArialMT
199.9,372.2,a,10.0,BCDFEE+ArialMT
205.2,372.2,s,10.0,BCDFEE+ArialMT
210.1,372.2,h,10.0,BCDFEE+ArialMT
215.5,372.2,b,10.0,BCDFEE+ArialMT
220.8,372.2,o,10.0,BCDFEE+ArialMT
226.2,372.2,a,10.0,BCDFEE+ArialMT
231.4,372.2,r,10.0,BCDFEE+ArialMT
234.7,372.2,d,10.0,BCDFEE+ArialMT
240.0,372.2, ,10.0,BCDFEE+ArialMT
243.8,372.2,e,10.0,BCDFEE+ArialMT
249.1,372.2,n,10.0,BCDFEE+ArialMT
254.5,372.2,a,10.0,BCDFEE+ArialMT
259.9,372.2,b,10.0,BCDFEE+ArialMT
265.3,372.2,l,10.0,BCDFEE+ArialMT
267.3,372.2,i,10.0,BCDFEE+ArialMT
269.2,372.2,n,10.0,BCDFEE+ArialMT
274.6,372.2,g,10.0,BCDFEE+ArialMT
279.9,372.2, ,10.0,BCDFEE+ArialMT
283.7,372.2,e,10.0,BCDFEE+ArialMT
289.0,372.2,f,10.0,BCDFEE+ArialMT
291.7,372.2,f,10.0,BCDFEE+ArialMT
294.3,372.2,i,10.0,BCDFEE+ArialMT
296.2,372.2,c,10.0,BCDFEE+ArialMT
301.0,372.2,i,10.0,BCDFEE+ArialMT
303.1,372.2,e,10.0,BCDFEE+ArialMT
308.3,372.2,n,10.0,BCDFEE+ArialMT
313.7,372.2,t,10.0,BCDFEE+ArialMT
316.3,372.2, ,10.0,BCDFEE+ArialMT
320.1,372.2,m,10.0,BCDFEE+ArialMT
328.3,372.2,a,10.0,BCDFEE+ArialMT
333.5,372.2,n,10.0,BCDFEE+ArialMT
338.9,372.2,a,10.0,BCDFEE+ArialMT
344.3,372.2,g,10.0,BCDFEE+ArialMT
349.6,372.2,e,10.0,BCDFEE+ArialMT
355.0,372.2,m,10.0,BCDFEE+ArialMT
363.2,372.2,e,10.0,BCDFEE+ArialMT
368.4,372.2,n,10.0,BCDFEE+ArialMT
373.8,372.2,t,10.0,BCDFEE+ArialMT
376.4,372.2, ,10.0,BCDFEE+ArialMT
380.2,372.2,o,10.0,BCDFEE+ArialMT
385.5,372.2,f,10.0,BCDFEE+ArialMT
388.1,372.2, ,10.0,BCDFEE+ArialMT
391.8,372.2,o,10.0,BCDFEE+ArialMT
397.1,372.2,r,10.0,BCDFEE+ArialMT
400.3,372.2,d,10.0,BCDFEE+ArialMT
405.7,372.2,e,10.0,BCDFEE+ArialMT
411.0,372.2,r,10.0,BCDFEE+ArialMT
414.1,372.2,s,10.0,BCDFEE+ArialMT
418.9,372.2,",",10.0,BCDFEE+ArialMT
421.6,372.2, ,10.0,BCDFEE+ArialMT
425.4,372.2,p,10.0,BCDFEE+ArialMT
430.7,372.2,r,10.0,BCDFEE+ArialMT
433.8,372.2,o,10.0,BCDFEE+ArialMT
439.2,372.2,d,10.0,BCDFEE+ArialMT
444.6,372.2,u,10.0,BCDFEE+ArialMT
449.9,372.2,c,10.0,BCDFEE+ArialMT
454.7,372.2,t,10.0,BCDFEE+ArialMT
457.2,372.2,s,10.0,BCDFEE+ArialMT
462.1,372.2,",",10.0,BCDFEE+ArialMT
464.6,372.2, ,10.0,BCDFEE+ArialMT
468.5,372.2,u,10.0,BCDFEE+ArialMT
473.7,372.2,s,10.0,BCDFEE+ArialMT
478.6,372.2,e,10.0,BCDFEE+ArialMT
483.9,372.2,r,10.0,BCDFEE+ArialMT
487.1,372.2,s,10.0,BCDFEE+ArialMT
491.9,372.2,",",10.0,BCDFEE+ArialMT
494.4,372.2, ,10.0,BCDFEE+ArialMT
498.2,372.2,a,10.0,BCDFEE+ArialMT
503.6,372.2,n,10.0,BCDFEE+ArialMT
508.9,372.2,d,10.0,BCDFEE+ArialMT
514.3,372.2, ,10.0,BCDFEE+ArialMT
518.0,372.2,p,10.0,BCDFEE+ArialMT
523.3,372.2,r,10.0,BCDFEE+ArialMT
526.5,372.2,o,10.0,BCDFEE+ArialMT
531.9,372.2,m,10.0,BCDFEE+ArialMT
540.0,372.2,o,10.0,BCDFEE+ArialMT
545.4,372.2,t,10.0,BCDFEE+ArialMT
548.0,372.2,i,10.0,BCDFEE+ArialMT
550.0,372.2,o,10.0,BCDFEE+ArialMT
555.3,372.2,n,10.0,BCDFEE+ArialMT
560.7,372.2,a,10.0,BCDFEE+ArialMT
566.1,372.2,l,10.0,BCDFEE+ArialMT
568.0,372.2, ,10.0,BCDFEE+ArialMT
64.3,383.7,c,10.0,BCDFEE+ArialMT
69.1,383.7,o,10.0,BCDFEE+ArialMT
74.4,383.7,u,10.0,BCDFEE+ArialMT
79.8,383.7,p,10.0,BCDFEE+ArialMT
85.2,383.7,o,10.0,BCDFEE+ArialMT
90.5,383.7,n,10.0,BCDFEE+ArialMT
95.8,383.7,s,10.0,BCDFEE+ArialMT
100.7,383.7, ,10.0,BCDFEE+ArialMT
103.2,383.7,t,10.0,BCDFEE+ArialMT
105.9,383.7,h,10.0,BCDFEE+ArialMT
111.1,383.7,r,10.0,BCDFEE+ArialMT
114.4,383.7,o,10.0,BCDFEE+ArialMT
119.8,383.7,u,10.0,BCDFEE+ArialMT
125.1,383.7,g,10.0,BCDFEE+ArialMT
130.4,383.7,h,10.0,BCDFEE+ArialMT
135.7,383.7, ,10.0,BCDFEE+ArialMT
138.2,383.7,s,10.0,BCDFEE+ArialMT
143.2,383.7,t,10.0,BCDFEE+ArialMT
145.7,383.7,r,10.0,BCDFEE+ArialMT
148.9,383.7,u,10.0,BCDFEE+ArialMT
154.2,383.7,c,10.0,BCDFEE+ArialMT
159.0,383.7,t,10.0,BCDFEE+ArialMT
161.6,383.7,u,10.0,BCDFEE+ArialMT
166.9,383.7,r,10.0,BCDFEE+ArialMT
170.2,383.7,e,10.0,BCDFEE+ArialMT
175.4,383.7,d,10.0,BCDFEE+ArialMT
180.8,383.7, ,10.0,BCDFEE+ArialMT
183.5,383.7,b,10.0,BCDFEE+ArialMT
188.8,383.7,a,10.0,BCDFEE+ArialMT
194.0,383.7,c,10.0,BCDFEE+ArialMT
198.8,383.7,k,10.0,BCDFEE+ArialMT
203.8,383.7,e,10.0,BCDFEE+ArialMT
209.2,383.7,n,10.0,BCDFEE+ArialMT
214.4,383.7,d,10.0,BCDFEE+ArialMT
219.8,383.7, ,10.0,BCDFEE+ArialMT
222.3,383.7,s,10.0,BCDFEE+ArialMT
227.3,383.7,e,10.0,BCDFEE+ArialMT
232.5,383.7,r,10.0,BCDFEE+ArialMT
